"","Realm_GETL1","Code","Biome..GET.L3._Ecosystem_Fuctional_Groups..GET.Level.3.","EcosystemType_GETLevel5_6","RLE_2025","EPL_2025","IUCN_GET_2025_L2","IUCN_GET_2022_L3","GET_L2.text","GET_L3.text"
"704","Estuarine","WT6s","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"705","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"706","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"707","Estuarine","CT2","","Cool Temperate Estuarine Lagoon","EN","MP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"708","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"709","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"710","Estuarine","WT7","SubTrop","Warm Temperate Small Fluvially Dominated","LC","WP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"711","Estuarine","WT7s","SubTrop","Warm Temperate Small Fluvially Dominated","LC","WP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"712","Estuarine","CT9","","Cool Temperate Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"713","Estuarine","CT9s","","Cool Temperate Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"714","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"715","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"716","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"717","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"718","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"719","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"720","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"721","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"722","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"723","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"724","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"725","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"726","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"727","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"728","Estuarine","ST3","","Subtropical Large Fluvially Dominated","EN","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"729","Estuarine","ST3s","","Subtropical Large Fluvially Dominated","EN","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"730","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"731","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"732","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"733","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"734","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"735","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"736","Estuarine","ST6","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"737","Estuarine","ST6s","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"738","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"739","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"740","Estuarine","WT6","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"741","Estuarine","WT6s","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"742","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"743","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"744","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"745","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"746","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"747","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"748","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"749","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"750","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"751","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"752","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"753","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"754","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"755","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"756","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"757","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"758","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"759","Estuarine","ST6","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"760","Estuarine","ST6s","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"761","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"762","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"763","Estuarine","ST6","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"764","Estuarine","ST6s","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"765","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"766","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"767","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"768","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"769","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"770","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"771","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"772","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"773","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"774","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"775","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"776","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"777","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"778","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"779","Estuarine","ST6","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"780","Estuarine","ST6s","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"781","Estuarine","ST6","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"782","Estuarine","ST6s","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"783","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"784","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"785","Estuarine","ST6","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"786","Estuarine","ST6s","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"787","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"788","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"789","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"790","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"791","Estuarine","ST6","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"792","Estuarine","ST6s","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"793","Estuarine","ST7","","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"794","Estuarine","ST7s","","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"795","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"796","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"797","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"798","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"799","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"800","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"801","Estuarine","ST6","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"802","Estuarine","ST6s","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"803","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"804","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"805","Estuarine","ST3","","Subtropical Large Fluvially Dominated","EN","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"806","Estuarine","ST3s","","Subtropical Large Fluvially Dominated","EN","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"807","Estuarine","ST6","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"808","Estuarine","ST6s","","Subtropical Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"809","Estuarine","WT6","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"810","Estuarine","WT6s","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"811","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"812","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"813","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"814","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"815","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"816","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"817","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"818","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"819","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"820","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"821","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"822","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"823","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"824","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"825","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"826","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"827","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"828","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"829","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"830","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"831","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"832","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"833","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"834","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"835","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"836","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"837","Estuarine","WT6","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"838","Estuarine","WT6s","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"839","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"840","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"841","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"842","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"843","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"844","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"845","Estuarine","ST7","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"846","Estuarine","ST7s","SubTrop","Subtropical Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"847","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"848","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"849","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"850","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"851","Estuarine","ST4","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"852","Estuarine","ST4s","","Subtropical Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"853","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"854","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"855","Estuarine","CT7","","Cool Temperate Predominantly Open","EN","NP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"856","Estuarine","CT7s","","Cool Temperate Predominantly Open","EN","NP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"857","Estuarine","CT9","","Cool Temperate Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"858","Estuarine","CT9s","","Cool Temperate Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"859","Estuarine","CT4","","Cool Temperate Large Fluvially Dominated","EN","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"860","Estuarine","CT4s","","Cool Temperate Large Fluvially Dominated","EN","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"861","Estuarine","CT5","","Cool Temperate Large Temporarily Closed","EN","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"862","Estuarine","CT5s","","Cool Temperate Large Temporarily Closed","EN","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"863","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"864","Estuarine","WT8s","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"865","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"866","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"867","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"868","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"869","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"870","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"871","Estuarine","WT6","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"872","Estuarine","WT6s","","Warm Temperate Predominantly Open","VU","PP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"873","Estuarine","WT4","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"874","Estuarine","WT4s","","Warm Temperate Large Temporarily Closed","VU","PP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"875","Estuarine","CT9","","Cool Temperate Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"876","Estuarine","CT9s","","Cool Temperate Small Temporarily Closed","VU","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
"877","Estuarine","ST2","","Subtropical Estuarine Lake","EN","MP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"878","Estuarine","ST2s","","Subtropical Estuarine Lake","EN","MP","FM1","FM1.2","Semi-confined transitional waters","Permanently open riverine estuaries and bays"
"879","Estuarine","WT8","","Warm Temperate Small Temporarily Closed","LC","MP","FM1","FM1.3","Semi-confined transitional waters","Intermittently closed and open lakes and lagoons"
